material,substance,weight_mg,category,raw_material,template,source_file
Barium Titanate (BaTiO3),12047-27-7,20.025,Ceramic,Barium Titanate,template4,CL31B105KCHNNNE.pdf
Nickel (Ni),7440-02-0,0.96,Metal,Nickel,template4,CL31B105KCHNNNE.pdf
Copper (Cu),7440-50-8,0.337,Metal,Copper,template4,CL31B105KCHNNNE.pdf
Nickel (Ni),7440-02-0,0.037,Metal,Nickel,template4,CL31B105KCHNNNE.pdf
Tin (Sn),7440-31-5,0.141,Metal,Tin,template4,CL31B105KCHNNNE.pdf
